census_tract,income,crime_rate_property,ownership_rate,non_english_french,move_rate,immigration_rate,unemployment_rate
535022202,49093,0.018792328840675922,0.17602092134379402,0.47173606920136796,0.09656004828002414,0.4335143834238584,0.030175015087507542
535022300,90842,0.01400092721363004,0.32127955493741306,0.37830319888734354,0.08066759388038942,0.30598052851182195,0.025034770514603615
535022400,136517,0.015702643609421585,0.3220035778175313,0.33691115086463924,0.05068574836016696,0.295169946332737,0.02385211687537269
535022501,65016,0.02919495302756634,0.23349105122402797,0.45463896317630115,0.17280394980456695,0.45155317835836245,0.025714873482822465
535022502,36286,0.01188235294117647,0.06509803921568627,0.6062745098039216,0.2164705882352941,0.6549019607843137,0.05803921568627451
535022600,100441,0.022448216954836644,0.35714285714285715,0.24503523382447148,0.08808456117873158,0.26425368353619477,0.014413837283792441
535022700,131239,0.030492424242613638,0.3039772727272727,0.15056818181818182,0.036931818181818184,0.17045454545454544,0.019886363636363636
535022800,119580,0.01984723265702479,0.2930127723516153,0.20473328324567994,0.09579263711495116,0.20473328324567994,0.03193087903831705
535022900,180895,0.026766450916666667,0.2750809061488673,0.1982200647249191,0.07686084142394822,0.14967637540453074,0.012135922330097087
535023001,82524,0.034174159174325675,0.23976023976023977,0.36713286713286714,0.08491508491508491,0.34465534465534464,0.01998001998001998
535023002,55250,0.016146547782407407,0.1946159122085048,0.5838477366255144,0.1697530864197531,0.585562414266118,0.030006858710562415
535023100,85358,0.014516291484061037,0.23341894546003927,0.3059374527874301,0.12690738782293398,0.30518205166943646,0.030216044719746184
535023200,155370,0.019372539163860267,0.3078662980648404,0.24629303845187234,0.05906006534305102,0.2060819301331993,0.040211108318673035
535023300,88531,0.019919005462422302,0.27971369372763233,0.3993219061970239,0.10830664908645696,0.37106799773968735,0.03296289320022603
535023400,83583,0.010011376564277589,0.30602957906712175,0.41751990898748575,0.06825938566552901,0.38680318543799774,0.03185437997724687
535023501,75582,0.012795657231485071,0.34509499806126404,0.2753005040713455,0.08336564559906941,0.2791779759596743,0.023264831329972858
535023502,61943,0.012341130963345,0.308528274083625,0.5120648369865537,0.11420151040707313,0.5019340578375392,0.03131331736968134
535023601,55186,0.014775964775912975,0.2703962703962704,0.4483294483294483,0.10178710178710179,0.5019425019425019,0.02641802641802642
535023602,68300,0.026400217509461667,0.29200652528548127,0.4926590538336052,0.09135399673735727,0.48694942903752036,0.03099510603588907
535023701,46732,0.009560550150956054,0.15934250251593424,0.6029855753102985,0.14760147601476015,0.6717544448171754,0.05702784300570279
535023702,64611,0.01270069494356578,0.3145219266714594,0.46010064701653486,0.06470165348670022,0.47088425593098493,0.02875629043853343
535023703,46381,0.020840878908547626,0.10231800072437523,0.3947844983701557,0.16841724013038753,0.4128938790293372,0.041651575516117346
535023801,86686,0.016362252663622526,0.273972602739726,0.3165905631659056,0.0730593607305936,0.3135464231354642,0.0243531202435312
535023802,50834,0.025327114911193164,0.20112708900116597,0.5917217256121259,0.1700349786241741,0.567431014380101,0.04566653711620676
535023900,52123,0.024553218408983078,0.16368812272655386,0.4752490906215404,0.16131583109283568,0.45547999367388897,0.06167958247667247
535024001,78560,0.021503774334624554,0.35309892729439807,0.5184743742550656,0.0432061978545888,0.4007747318235995,0.010429082240762813
535024002,46318,0.012890558306300154,0.20402936656991633,0.549769506573331,0.1545159638039952,0.5207444084002049,0.02561038074099368
535024100,71024,0.013438162150217465,0.2860488457678153,0.4182000669120107,0.08196721311475409,0.3763800602208096,0.0351288056206089
535024200,32371,0.016122650840949555,0.1543026706231454,0.42729970326409494,0.12462908011869436,0.5074183976261127,0.06824925816023739
535024301,47447,0.013484599691446485,0.23809523809523808,0.670995670995671,0.21719659650694134,0.6635318704284221,0.04851470368711748
535024302,54981,0.022406146864789603,0.21503712871287128,0.5445544554455446,0.12221534653465346,0.5337252475247525,0.018564356435643563
535024401,61189,0.04112215909090909,0.26704545454545453,0.42613636363636365,0.09232954545454546,0.4616477272727273,0.026988636363636364
535024402,48918,0.015041406117965185,0.15294912962649992,0.5112388034476931,0.0971776237958425,0.5839107655906709,0.04478620922764915
535024500,49869,0.01626933747115249,0.17703484271406406,0.48102694315136124,0.14247425588940613,0.5127662575821695,0.03667654112004514
535024600,57688,0.011138613861386138,0.23927392739273928,0.32315731573157314,0.09763476347634764,0.35753575357535755,0.04262926292629263
535024701,64379,0.13932914332559093,0.16942205219292253,0.5499385161907364,0.09769094138543517,0.5547205902445689,0.03279136494056565
535024702,62204,0.029843687773745523,0.24790919952210275,0.46968339307048984,0.10678016726403823,0.498805256869773,0.034348864994026285
535024802,33301,0.019887834339948233,0.10440034512510785,0.457290767903365,0.09577221742881795,0.5979292493528904,0.05090595340811044
535024803,70799,0.06553942398477337,0.21423512747875353,0.4178470254957507,0.09915014164305949,0.6692634560906515,0.021246458923512748
535024804,62437,0.016882606988614057,0.18649391440910876,0.4436592069100903,0.13937966234786023,0.5977620730270907,0.04515115822536317
535024805,58480,0.01387391273086047,0.21565667457407806,0.5844295880957515,0.12076773776148372,0.6394220401121414,0.037739918050463665
535024901,68910,0.010713563776025874,0.23549626035981402,0.6155245603395998,0.08489993935718618,0.6428138265615525,0.038407115423488986
535024903,65560,0.02934706089405139,0.18479408658922913,0.5640619500175994,0.10735656458993312,0.6195001759943681,0.04047870468145019
535024904,56312,0.010692010692010692,0.1796851796851797,0.6831006831006831,0.1678051678051678,0.7276507276507277,0.03267003267003267
535024905,43467,0.06038712379590738,0.08257045413749775,0.7386465625560941,0.19655358104469575,0.7350565428109854,0.05295279124035182
535025001,53158,0.014022043957542555,0.18978673449422814,0.5899041283506163,0.1281549598904324,0.5742516141655254,0.03130502837018196
535025002,56662,0.0179572347934399,0.22731990865684035,0.5335270915507577,0.08096325513805273,0.5231471870458791,0.031139713514635667
535025004,47543,0.019337511190689348,0.1360787824529991,0.5577439570277529,0.17636526410026857,0.6436884512085944,0.05371530886302596
535025005,48073,0.018507723695715534,0.12314194112503643,0.6310113669484115,0.19527834450597492,0.6922180122413291,0.055377440979306324
535026001,47291,0.010265434814488928,0.2683677958644963,0.7215134183897932,0.13638363396392433,0.6980495673852471,0.05572664613579704
535026003,48522,0.00952242846099188,0.21824245939675174,0.6395011600928074,0.1863399071925754,0.6431264501160093,0.04712877030162413
535026004,32383,0.015190636027110767,0,0.8171959721146398,0.2723986573715466,0.7035889491350374,0.08262328943971081
535026005,24367,0.019554834639902676,0.0040551500405515,0.6339551230062179,0.20275750202757503,0.6542308732089754,0.06353068396864017
535026100,38381,0.027225084384437732,0.20518742227749157,0.5329543435779002,0.12257949902291704,0.6146740095931782,0.03464203233256351
535026201,40509,0.019231953683111605,0.17645971914264597,0.4379157427937916,0.1385809312638581,0.5044345898004434,0.04526977087952698
535026202,47860,0.024850149850149852,0.1665001665001665,0.521978021978022,0.1257076257076257,0.5044955044955045,0.04828504828504829
535026302,64857,0.035625664657922725,0.3172633817795108,0.37043601559730593,0.08862105636299185,0.46260191421481744,0.021269053527118043
535026303,54839,0.039732142857142855,0.15066964285714285,0.40625,0.19754464285714285,0.484375,0.03125
535026304,59663,0.01091830766231234,0.2349385845193995,0.4513550399688048,0.20276857087151492,0.5546890232014038,0.029245466952622343
535026400,225754,0.01461038961038961,0.2727272727272727,0.4772727272727273,0.05194805194805195,0.42207792207792205,0.02922077922077922
535026500,208041,0.02258610954263128,0.2738565782044043,0.09316770186335403,0.09034443817052512,0.14963297571993225,0.029644268774703556
