year,month,day,time,temperature,load
2015,6,17,13,19.61213862483868,16231
2015,6,17,14,19.99346698191284,16133
2015,6,17,15,20.567087916055225,16243
2015,6,17,16,20.798558733615497,16777
2015,6,17,17,20.630014238654304,17103
2015,6,17,18,20.019570872078084,17045
2015,6,17,19,19.0716502001263,16984
2015,6,17,20,18.06469407535759,16811
2015,6,17,21,16.863480373646016,16839
2015,6,17,22,15.912483465951905,15874
2015,6,17,23,15.396400240739254,14386
2015,6,18,0,14.622845953726147,13239
2015,6,18,1,14.094434452815774,12532
2015,6,18,2,13.860018651966604,12161
2015,6,18,3,14.089841414692593,12012
2015,6,18,4,13.405823923755925,12070
2015,6,18,5,13.098373733535142,12337
2015,6,18,6,14.498513146865513,13289
2015,6,18,7,16.843233959149792,14847
2015,6,18,8,18.264141253661602,15638
2015,6,18,9,19.910018867133804,15936
2015,6,18,10,20.44579833618896,16238
2015,6,18,11,21.942081431760666,16502
2015,6,18,12,22.67445660457991,16852
2015,6,18,13,23.443688568788144,17036
2015,6,18,14,24.20963340110543,17382
2015,6,18,15,24.903299096307073,17645
2015,6,18,16,23.88313050978484,18035
2015,6,18,17,23.104648514192142,18468
2015,6,18,18,22.32786306824593,18525
2015,6,18,19,21.09427777735546,18507
2015,6,18,20,20.29984321264139,18361
2015,6,18,21,19.056983512041377,18232
2015,6,18,22,18.159313580884408,17119
2015,6,18,23,17.186021516928193,15422
2015,6,19,0,16.957583470395463,14179
2015,6,19,1,16.178624218805812,13165
2015,6,19,2,15.48377828197647,12613
2015,6,19,3,14.83032802925062,12285
2015,6,19,4,14.050174056083822,12294
2015,6,19,5,13.426239121306073,12608
2015,6,19,6,13.841869810494032,13557
2015,6,19,7,14.173940166247789,14793
2015,6,19,8,15.0643412822121,15183
2015,6,19,9,15.634681570856936,15238
2015,6,19,10,16.35321622818128,15490
2015,6,19,11,17.473404803081873,15598
2015,6,19,12,18.335861312279697,15461
2015,6,19,13,19.160987456800996,15781
2015,6,19,14,19.414155195438788,15662
2015,6,19,15,19.68962466305291,15650
2015,6,19,16,19.735091797062005,15881
2015,6,19,17,19.644419320863804,16360
2015,6,19,18,19.163981969709916,16264
2015,6,19,19,18.202610158003406,16286
2015,6,19,20,16.66423400497254,16061
2015,6,19,21,15.03457160142739,15728
2015,6,19,22,13.58213938150913,15110
2015,6,19,23,13.160113537624719,13807
2015,6,20,0,12.179317105238926,12823
2015,6,20,1,11.43524243755644,11964
2015,6,20,2,10.692503356518303,11643
2015,6,20,3,10.130849548108454,11440
2015,6,20,4,9.686201471060603,11334
2015,6,20,5,9.950921330053383,11329
2015,6,20,6,11.943720198287817,11518
2015,6,20,7,14.394662558524805,12202
2015,6,20,8,16.835975389572816,13027
2015,6,20,9,17.55435647103148,13609
2015,6,20,10,18.365424320847783,13848
2015,6,20,11,19.131177759057092,14114
2015,6,20,12,19.749672885483005,14155
2015,6,20,13,20.37289888949308,14283
2015,6,20,14,20.96744614474686,14338
2015,6,20,15,21.312912115465235,14192
2015,6,20,16,21.48660672255661,14641
2015,6,20,17,21.62382556146495,15172
2015,6,20,18,21.37042876521443,15357
2015,6,20,19,20.643283433398437,15372
2015,6,20,20,19.50817864858371,15108
2015,6,20,21,18.875826278061623,15468
2015,6,20,22,18.343730649620053,15039
2015,6,20,23,17.875300928172646,13929
2015,6,21,0,17.868197143484558,12960
2015,6,21,1,17.516749732988377,12252
2015,6,21,2,17.26603815190711,11895
2015,6,21,3,17.620384262199945,11704
2015,6,21,4,17.66065934262461,11441
2015,6,21,5,18.0550135444614,11387
2015,6,21,6,18.718811579677915,11436
2015,6,21,7,19.6149471956647,12029
2015,6,21,8,20.678831811798084,13168
2015,6,21,9,21.60510345846255,14275
2015,6,21,10,22.45491548503573,15017
2015,6,21,11,22.88993189996484,15614
2015,6,21,12,23.16581350634025,15829
2015,6,21,13,23.783091153124218,15959
2015,6,21,14,24.28386924243801,15851
2015,6,21,15,24.392005407620935,16067
2015,6,21,16,24.44937358186656,16501
2015,6,21,17,24.354990090867403,16768
2015,6,21,18,23.402244980906662,16911
2015,6,21,19,22.747322006614567,16906
2015,6,21,20,20.926538491165044,16754
2015,6,21,21,18.899946864567784,16795
2015,6,21,22,18.22747630973653,15986
2015,6,21,23,17.20116490928671,14587
2015,6,22,0,17.33477272616947,13553
2015,6,22,1,16.398682822013985,12809
2015,6,22,2,16.41606992148051,12448
2015,6,22,3,16.17452020590013,12290
2015,6,22,4,15.197684559429058,12319
2015,6,22,5,14.840231749883399,12625
2015,6,22,6,16.606938506313078,13639
2015,6,22,7,17.682712412732556,15280
2015,6,22,8,20.053568152210705,16014
2015,6,22,9,21.481570813072295,16505
2015,6,22,10,22.506417384077896,16972
2015,6,22,11,23.563609094028312,17532
2015,6,22,12,25.00139155364692,17733
2015,6,22,13,25.564724824160578,18064
2015,6,22,14,25.732621631798462,18258
2015,6,22,15,25.618886803710232,18672
2015,6,22,16,25.662708501856727,18995
2015,6,22,17,24.416328174573334,19339
2015,6,22,18,22.572827799802095,18998
2015,6,22,19,22.216162580989884,18649
2015,6,22,20,21.17391682818287,18396
2015,6,22,21,20.28834277268046,18253
2015,6,22,22,19.997776725056745,17021
2015,6,22,23,20.135059969701942,15410
2015,6,23,0,20.719174715271485,14564
2015,6,23,1,20.611868415811585,13884
2015,6,23,2,20.45349166479794,13493
2015,6,23,3,20.0499959984746,13308
2015,6,23,4,19.83429577144426,13224
2015,6,23,5,20.11796224966408,13554
2015,6,23,6,20.432541575807768,14386
2015,6,23,7,21.14231897892261,15908
2015,6,23,8,21.57986982150549,16929
2015,6,23,9,21.941710099434825,17492
2015,6,23,10,21.349879975914607,17884
2015,6,23,11,20.78207721271286,17832
2015,6,23,12,20.636696858570147,17716
2015,6,23,13,20.431285061383075,17439
2015,6,23,14,20.819867236193467,17116
2015,6,23,15,20.70206826199718,17053
2015,6,23,16,21.08237150530922,17357
2015,6,23,17,21.13960252587677,17588
2015,6,23,18,20.978846571020227,17528
2015,6,23,19,20.09295958829482,17518
2015,6,23,20,18.375992463669764,17460
2015,6,23,21,16.86762236454033,17303
2015,6,23,22,16.44541539785969,16304
2015,6,23,23,15.694875124817692,14733
2015,6,24,0,15.05957249275786,13739
2015,6,24,1,14.495803080913651,13068
2015,6,24,2,13.179789170153086,12508
2015,6,24,3,13.111606222884683,12281
2015,6,24,4,12.06682484554071,12274
2015,6,24,5,11.704289948911242,12584
2015,6,24,6,13.078151612586574,13476
2015,6,24,7,14.749025490817932,14851
2015,6,24,8,16.545823178691126,15370
2015,6,24,9,18.325332808683466,15503
2015,6,24,10,20.372139951635717,15869
2015,6,24,11,21.678632115712755,16080
2015,6,24,12,22.65766350859758,16247
2015,6,24,13,23.390839870635272,16500
2015,6,24,14,24.26203750009867,16811
2015,6,24,15,24.64564143302035,17160
2015,6,24,16,24.69727870144438,17600
2015,6,24,17,24.561604169145852,18024
2015,6,24,18,23.877896595528966,18089
2015,6,24,19,22.720954273605173,18204
2015,6,24,20,20.85999944093483,17900
2015,6,24,21,19.924285348465464,17893
2015,6,24,22,17.15949284625509,16816
2015,6,24,23,16.64338991181893,15220
2015,6,25,0,15.438415807242524,14093
2015,6,25,1,15.217301303925355,13511
2015,6,25,2,14.90380406772399,13055
2015,6,25,3,14.627192784494303,12822
2015,6,25,4,13.991314850883494,12741
2015,6,25,5,13.612848642681818,13038
2015,6,25,6,15.534855788391809,13745
2015,6,25,7,17.015369570953222,15203
2015,6,25,8,18.31253347260442,16051
2015,6,25,9,19.543908263304882,16381
2015,6,25,10,20.539270964818176,16663
2015,6,25,11,21.497919214350144,16942
2015,6,25,12,21.807387274557847,17041
2015,6,25,13,22.09597824062498,17334
2015,6,25,14,21.694390769319913,17337
2015,6,25,15,20.751784356629067,17267
2015,6,25,16,20.377137664582357,17312
2015,6,25,17,20.225811484285117,17262
2015,6,25,18,19.8743100457491,16975
2015,6,25,19,19.242485520280095,16820
2015,6,25,20,18.318915293133685,16806
2015,6,25,21,17.020237588821264,16949
2015,6,25,22,16.244711913355147,16255
2015,6,25,23,15.276378961721743,14967
2015,6,26,0,14.298821500604351,13820
2015,6,26,1,13.893932647204164,13089
2015,6,26,2,13.557252916944906,12778
2015,6,26,3,13.400036724146249,12593
2015,6,26,4,13.334598230652881,12535
2015,6,26,5,13.114191657831093,12716
2015,6,26,6,14.807611505876057,13317
2015,6,26,7,16.374045798931363,14705
2015,6,26,8,18.087906715479164,15331
2015,6,26,9,19.336908716211088,15714
2015,6,26,10,20.87725287018034,16010
2015,6,26,11,21.52493869945758,16299
2015,6,26,12,21.853261775082064,16430
2015,6,26,13,22.483998417313085,16421
2015,6,26,14,22.369643062677447,16275
2015,6,26,15,22.811536360581663,16313
2015,6,26,16,22.97203122384124,16585
2015,6,26,17,22.82945575110503,16860
2015,6,26,18,22.494989756472116,16804
2015,6,26,19,21.457614166255812,16681
2015,6,26,20,19.139430428025275,16424
2015,6,26,21,17.13533227984053,16383
2015,6,26,22,17.129182768499618,15531
2015,6,26,23,16.085514815321744,14262
2015,6,27,0,15.511220831989176,13053
2015,6,27,1,15.421590343894785,12426
2015,6,27,2,14.865913187319153,12009
2015,6,27,3,14.798034390240042,11723
2015,6,27,4,14.646142366091452,11465
2015,6,27,5,15.304309007383914,11471
2015,6,27,6,16.183345343919378,11486
2015,6,27,7,16.804336136855696,12250
2015,6,27,8,17.49136375547656,13024
2015,6,27,9,18.189925109232384,13652
2015,6,27,10,18.11468668435514,14128
2015,6,27,11,18.145187492050052,14442
2015,6,27,12,18.61593574060947,14428
2015,6,27,13,18.43292878207914,14389
2015,6,27,14,18.55249255670835,14345
2015,6,27,15,18.77229749011628,14416
2015,6,27,16,17.945261408368378,14561
2015,6,27,17,17.684165751605057,14827
2015,6,27,18,17.471863849721625,14621
2015,6,27,19,17.023728259613968,14344
2015,6,27,20,16.575719187521464,14426
2015,6,27,21,16.146269420726842,14319
2015,6,27,22,15.614278774330018,13554
2015,6,27,23,15.248448200517593,12606
2015,6,28,0,14.702679429201872,11991
2015,6,28,1,14.511697106842897,11479
2015,6,28,2,14.074972960659103,11075
2015,6,28,3,13.699604619524127,10898
2015,6,28,4,13.436019537028674,10817
2015,6,28,5,13.19406144239295,10826
2015,6,28,6,13.241961919067418,10831
2015,6,28,7,13.564242050244344,11311
2015,6,28,8,13.97957232604942,12133
2015,6,28,9,14.303535319744428,12850
2015,6,28,10,14.718923044881139,13255
2015,6,28,11,15.072120379780335,13520
2015,6,28,12,15.520976347407949,13682
2015,6,28,13,15.955497625868507,13584
2015,6,28,14,15.834429690957082,13582
2015,6,28,15,15.801611066528151,13585
2015,6,28,16,16.203703858335878,13814
2015,6,28,17,15.946903873526862,14161
2015,6,28,18,15.882961719515963,14370
2015,6,28,19,15.993801946576705,14412
2015,6,28,20,15.607988982071813,14432
2015,6,28,21,15.050632301360555,14473
2015,6,28,22,14.950507735347982,13943
2015,6,28,23,14.591160704492193,12961
2015,6,29,0,14.402601861900015,12138
2015,6,29,1,14.338712229270326,11652
2015,6,29,2,14.28010623980683,11433
2015,6,29,3,14.07383817409418,11291
2015,6,29,4,14.172710899081695,11288
2015,6,29,5,13.743997707708207,11716
2015,6,29,6,14.16196891169206,12794
2015,6,29,7,15.657858238595258,13762
2015,6,29,8,16.889804251802182,14435
2015,6,29,9,18.176010929596487,14995
2015,6,29,10,19.172770410328855,15393
2015,6,29,11,20.31198896428575,15484
2015,6,29,12,21.011324705668194,15583
2015,6,29,13,21.72555980549355,15925
2015,6,29,14,22.16310140822304,15856
2015,6,29,15,22.245417868942877,16015
