dist_no,liberal_vote_share,immigrant_share
35019,0.5782437241511975,0.5268082766787553
35020,0.5142381859172194,0.6231603619317563
35021,0.5377598559292174,0.39406680454208454
35022,0.391110155332418,0.19241716509275794
35023,0.3575445976474254,0.15247722965951463
35024,0.4889231431029538,0.38275274268980286
35025,0.3098730086241723,0.1258995932274102
35026,0.2088021014025871,0.12097224215175141
35027,0.5276851881816123,0.40750876955143955
35028,0.5369566565387239,0.3736413569774018
35029,0.6240728413845569,0.5749322263639445
35030,0.3914249684741488,0.19740692387340747
35031,0.5327630000155829,0.049920436462832465
35032,0.4909686838037442,0.2130977130977131
35033,0.3659046258260404,0.0961678765549192
35034,0.3175275738266973,0.07818807258942048
35035,0.333909402916048,0.22971339520294098
35036,0.3898513867917031,0.27742749054224464
35037,0.33494876765438936,0.2584932826072447
35038,0.4767899291896145,0.2514067808607022
35039,0.4238006305600739,0.06148431619899717
35040,0.3970984633874152,0.07488036032654594
35041,0.5128784170048798,0.23400324441240086
35042,0.35503381893860564,0.0406835475414029
35043,0.4737592802545441,0.4133489904920641
35044,0.5537462750106428,0.13114349642258577
35045,0.48783473603672534,0.23081380987668396
35046,0.427639992452672,0.19049935954085534
35047,0.4226515294068452,0.24385380166937298
35048,0.2943775171655164,0.08966970787327568
35049,0.33761355695317957,0.06228475843746925
35050,0.40555673683464455,0.0707636305770493
35051,0.31443967485615126,0.21441067407736028
35052,0.5045354825660096,0.22634450630972702
35053,0.45815632028459286,0.21370232336848782
35054,0.4921285530256136,0.4199454245462622
35055,0.5571551905173018,0.6421708149135025
35056,0.43331527518609925,0.6092379052530855
35057,0.4043968524377383,0.3488382284627453
35058,0.5471727223636504,0.6217510752989611
35059,0.5422886530423561,0.5599600682167963
35060,0.49722658861365565,0.5486292428198434
35061,0.47709749801764717,0.3645567249071898
35062,0.591219269703543,0.6066474966170501
35063,0.47843711494848123,0.4650848259947084
35064,0.5242417704352115,0.26542691629586096
35065,0.4517568716350241,0.2931407450305745
35066,0.35684503127171646,0.12139327202545225
35067,0.3448872680069849,0.19810407067179292
35068,0.3273190279724421,0.13045201347453708
35069,0.4280129497281779,0.029966301241308706
35070,0.5188132992327366,0.044419172868836766
35071,0.42514424059488437,0.10047859659111127
35072,0.4938874549866312,0.33111980351132536
35073,0.46738272254753604,0.341382729822278
35074,0.2733414626108163,0.146098261336026
35075,0.426635761589404,0.19769057422186076
35076,0.5967841206339437,0.18287977175107772
35077,0.60064347476372415,0.31736853409109683
35078,0.5757083103148922,0.239041145029953
35079,0.5594869104954461,0.27361248960540785
35080,0.321882145998241,0.09732841198699359
35081,0.42042447111854797,0.31335876108634714
35082,0.3887946332806802,0.07574313015106253
35083,0.3756918863667046,0.08465544723282796
35084,0.4382044423071143,0.08588884375846195
35085,0.5030003887827719,0.2994324771795621
35086,0.3265627460242482,0.053625779023141217
35087,0.4689593386679698,0.5970846909972136
35088,0.4374314218673509,0.1517227307176587
35089,0.4318383080689691,0.18600424385133985
35090,0.5525696833532261,0.3337812789620018
35091,0.2727397849462366,0.10271794336273105
35092,0.44751696871357727,0.08410994015254258
35093,0.5194677062277409,0.6502150802524114
35094,0.5052965866441627,0.544523680541371
35095,0.6004007920414152,0.5350829214931729
35096,0.4823925691538226,0.6587044534412956
35097,0.6024166750578995,0.519970667318504
35098,0.5246688266415125,0.4502711329548958
35099,0.38559934293579934,0.12220648894908576
35100,0.39806556745106975,0.08582438113031293
35101,0.5465474722564735,0.35041469707201356
35102,0.38540685184487244,0.06334688346883469
35103,0.474198553265228,0.07773237774767294
35104,0.33757868271824704,0.5196550714608895
35105,0.4401539814176746,0.06460962502264356
35106,0.4498968794835007,0.08917012498336378
35107,0.34718682085267366,0.0314688254441068
35108,0.5789692107031342,0.384567217378739
35109,0.4233640992425469,0.3082105263157895
35110,0.49797049620026823,0.3089319438985342
35111,0.48714533384075437,0.4222260234918463
35112,0.49711774632825945,0.24765285924419345
35113,0.3648059926032721,0.13973268529769137
35114,0.4495473990947982,0.23018141878997017
35115,0.5335669053163015,0.6012575651720103
35116,0.2657655968806239,0.21987754302599868
35117,0.252467753970792,0.3063713533027612
35118,0.4687732861400894,0.5601568266566972
35119,0.37768123812109694,0.18527064705316795
35120,0.4597309293918455,0.5149718046723686
35121,0.6691486098329569,0.5779038662680378
46001,0.37313287597917577,0.11001474424407395
46002,0.5201984859087728,0.12703756630416355
46003,0.41995057440555705,0
46004,0.2951103418433578,0.055754224410753256
46005,0.29506104070927913,0.20638788845996248
46006,0.4265982905982906,0.2308003377856013
46007,0.257872629713259,0.13610123877806768
46008,0.3466085596155995,0.13162107538070558
46009,0.5843557339778384,0.17630096417199226
46010,0.31416242934991795,0.06029880351980418
46011,0.5451084550686144,0.32170240491454233
46012,0.6890236721234249,0.42769346544587983
46013,0.5829166580219507,0.2765404602821084
46014,0.5972074443262213,0.18510956121780062
47001,0.1647960092642081,0.07257910918836558
47002,0.1486176706161792,0.059616988281421444
47003,0.3388276569688545,0.015023063576476562
47004,0.14370691157072102,0.0487838139396494
47005,0.17979268437984033,0.05593668869853135
47006,0.1982282966337636,0.057331240188383044
47007,0.2747627210770582,0.15769372254560404
47008,0.22777431336930293,0.09747819566675875
47009,0.5512721484914449,0.1850201418844248
47010,0.26396302564770213,0.1584765992332361
47011,0.25209389587474595,0.1601079080120489
47012,0.24483627204030226,0.19776373475409445
47013,0.13530227103102677,0.06429407310525229
47014,0.17764182121104527,0.05483521279441371
48001,0.2608121492241664,0.12963863231242911
48002,0.09367183378992326,0.05865381998312512
48003,0.13683283988157158,0.15879570864704143
48004,0.465248412218975,0.23767369268980332
48005,0.43532211711172314,0.21254189783893201
48006,0.35963651423977394,0.3900563355092551
48007,0.2596611329796337,0.2987411564231356
48008,0.22648752399232247,0.25618824070122453
48009,0.2688867710127928,0.37100047497733063
48010,0.31659609429311764,0.3253605213050833
48011,0.24685385299392623,0.22824023861171366
48012,0.3056350869335722,0.27394721233689207
48013,0.45882692863334296,0.49878435128564064
48014,0.37191657945881296,0.24531339536660574
48015,0.21686621334112052,0.2553723939547766
48016,0.2756882512601784,0.3109510276914943
48017,0.41244421107902335,0.3672792908291934
48018,0.30183581572566676,0.32880203205282016
48019,0.20725127688655492,0.17126129014010144
48020,0.34885983126625136,0.3052047690552971
48021,0.2145031019548168,0.21464702139855998
48022,0.13362083101039582,0.11454865005696521
48023,0.2835653535310794,0.16406604372675315
48024,0.1465796824325591,0.08062935215253096
48025,0.13691378082841965,0.06901734423841181
48026,0.18495688671127267,0.13088403155186806
48027,0.17936821322803553,0.08222945666816345
48028,0.12843554999091258,0.06056472513981721
48029,0.1343149231659487,0.09725337971248288
48030,0.1497680905582044,0.09923438883108412
48031,0.22535805972165923,0.19969005794927172
48032,0.2041657919203431,0.09628211108655979
48033,0.15577619968474252,0.06615114584713207
48034,0.14216087577344122,0.06555271183282833
59001,0.3278405785055274,0.23130414284872414
59002,0.36086128048780486,0.37956403801494837
59003,0.33881055636672697,0.5321818652710921
59004,0.31490304090519966,0.09834078617536063
59005,0.37208139028286513,0.12770529408031334
59006,0.3378140976293401,0.13113477018956116
59007,0.4552380952380952,0.245367222033322
59008,0.3528162658597441,0.4164643620120412
59009,0.2177840770805595,0.13480509738588886
59010,0.23770597947489397,0.12332025321141672
59011,0.4912101133078346,0.3041314134906466
59012,0.46902364497672416,0.4887224473742711
59013,0.30409230989751307,0.09360073336657071
59014,0.46160081053698077,0.1345193821824639
59015,0.19483909755402967,0.10315609591113802
59016,0.36553359155870174,0.19086970269277115
59017,0.37233208662739914,0.21861323490640655
59018,0.23515952892295167,0.1421237062994051
59019,0.2897496295733445,0.41624761574475466
59020,0.29946822197444034,0.10196220055374985
59021,0.5665226714734127,0.34600846164516574
59022,0.33888782358581016,0.19208514258019208
59023,0.30892494557960015,0.3569849391338874
59024,0.24900210185310168,0.07847200324338933
59025,0.4135768400983393,0.6214683523720477
59026,0.27352712210455193,0.15376466888458545
59027,0.1670090989140006,0.2123645646037321
59028,0.18719535695663017,0.09823436797121007
59029,0.2812866023966123,0.1278608483368935
59030,0.41487877664176864,0.2936540734831957
59031,0.45080393290919607,0.5719976379450121
59032,0.4507384601138942,0.47444496222081683
59033,0.5598100126057987,0.5076131058854326
59034,0.5608117420066152,0.3609061944470685
59035,0.2815970566192001,0.3307006325394905
59036,0.4392650118906064,0.4025866068666873
59037,0.2546583850931677,0.11240589384256537
59038,0.27810820336593534,0.4995708973014208
59039,0.5871403760477233,0.36782251344595107
59040,0.4880634821008272,0.5519445820824468
59041,0.11807497044300716,0.19541888280843145
59042,0.5462096361611845,0.28053193186302083
60001,0.5365432950569218,0.12293025589563472
61001,0.48342381278659147,0.08830708849854019
62001,0.4710764587525151,0.02559537057645226
