year,month,geo,sex,x15_to_19_years,x25_to_54_years,minimum_wage
1976,1,Alberta,Both sexes,46.4,73,NA
1976,1,Alberta,Females,44.5,53,NA
1976,1,Alberta,Males,48.2,92.4,NA
1976,1,British Columbia,Both sexes,38.7,67.9,3
1976,1,British Columbia,Females,39.5,48.5,3
1976,1,British Columbia,Males,37.9,86.8,3
1976,1,Manitoba,Both sexes,41.5,69.4,NA
1976,1,Manitoba,Females,41.4,50,NA
1976,1,Manitoba,Males,41.6,88.9,NA
1976,1,New Brunswick,Both sexes,27.8,58,NA
1976,1,New Brunswick,Females,29.1,41.1,NA
1976,1,New Brunswick,Males,26.6,75,NA
1976,1,Newfoundland and Labrador,Both sexes,22.6,50.3,2.5
1976,1,Newfoundland and Labrador,Females,23,29.2,2.5
1976,1,Newfoundland and Labrador,Males,22.2,70.4,2.5
1976,1,Nova Scotia,Both sexes,31.9,63.4,2.5
1976,1,Nova Scotia,Females,30.5,43.4,2.5
1976,1,Nova Scotia,Males,33.4,84.4,2.5
1976,1,Ontario,Both sexes,41.1,72.1,NA
1976,1,Ontario,Females,40.9,52.9,NA
1976,1,Ontario,Males,41.2,91.2,NA
1976,1,Prince Edward Island,Both sexes,32.6,62.1,NA
1976,1,Prince Edward Island,Females,38.5,42.2,NA
1976,1,Prince Edward Island,Males,26.6,83,NA
1976,1,Quebec,Both sexes,32.3,64.3,NA
1976,1,Quebec,Females,31.4,41.2,NA
1976,1,Quebec,Males,33.1,87.4,NA
1976,1,Saskatchewan,Both sexes,41.6,68.4,2.8
1976,1,Saskatchewan,Females,37,46.4,2.8
1976,1,Saskatchewan,Males,46,89.9,2.8
1976,2,Alberta,Both sexes,50.7,73.8,NA
1976,2,Alberta,Females,47.7,53.6,NA
1976,2,Alberta,Males,53.5,93.4,NA
1976,2,British Columbia,Both sexes,40,69.4,3
1976,2,British Columbia,Females,42.2,49.9,3
1976,2,British Columbia,Males,37.9,88.1,3
1976,2,Manitoba,Both sexes,42.9,69.2,NA
1976,2,Manitoba,Females,38.9,48.9,NA
1976,2,Manitoba,Males,46.9,89.7,NA
1976,2,New Brunswick,Both sexes,27.2,58.8,NA
1976,2,New Brunswick,Females,28,41.4,NA
1976,2,New Brunswick,Males,26.4,76.1,NA
1976,2,Newfoundland and Labrador,Both sexes,22.8,50,2.5
1976,2,Newfoundland and Labrador,Females,22,29.3,2.5
1976,2,Newfoundland and Labrador,Males,23.5,69.8,2.5
1976,2,Nova Scotia,Both sexes,31.1,62.2,2.5
1976,2,Nova Scotia,Females,30.1,42.2,2.5
1976,2,Nova Scotia,Males,31.8,83.3,2.5
1976,2,Ontario,Both sexes,40.6,72.4,NA
1976,2,Ontario,Females,41.3,53.3,NA
1976,2,Ontario,Males,39.9,91.4,NA
1976,2,Prince Edward Island,Both sexes,30.2,62.4,NA
1976,2,Prince Edward Island,Females,27.7,43.3,NA
1976,2,Prince Edward Island,Males,32.8,82,NA
1976,2,Quebec,Both sexes,30.9,64,NA
1976,2,Quebec,Females,29.2,41.3,NA
1976,2,Quebec,Males,32.6,86.7,NA
1976,2,Saskatchewan,Both sexes,41.8,69.2,2.8
1976,2,Saskatchewan,Females,37,47.2,2.8
1976,2,Saskatchewan,Males,46.4,90.8,2.8
1976,3,Alberta,Both sexes,53,74.2,2.75
1976,3,Alberta,Females,50.9,54.4,2.75
1976,3,Alberta,Males,54.9,93.4,2.75
1976,3,British Columbia,Both sexes,41.4,70,3
1976,3,British Columbia,Females,43.8,49.9,3
1976,3,British Columbia,Males,39,89.4,3
1976,3,Manitoba,Both sexes,45.6,70.7,NA
1976,3,Manitoba,Females,39.9,51.3,NA
1976,3,Manitoba,Males,50.9,90.4,NA
1976,3,New Brunswick,Both sexes,29.6,56.9,NA
1976,3,New Brunswick,Females,27.1,39.5,NA
1976,3,New Brunswick,Males,31.9,74.4,NA
1976,3,Newfoundland and Labrador,Both sexes,20.9,50.7,2.5
1976,3,Newfoundland and Labrador,Females,20.1,29.3,2.5
1976,3,Newfoundland and Labrador,Males,21.7,71.1,2.5
1976,3,Nova Scotia,Both sexes,33.1,61.8,2.5
1976,3,Nova Scotia,Females,32.1,42.1,2.5
1976,3,Nova Scotia,Males,34.2,82.6,2.5
1976,3,Ontario,Both sexes,40.7,73,2.65
1976,3,Ontario,Females,42,53.9,2.65
1976,3,Ontario,Males,39.4,91.9,2.65
1976,3,Prince Edward Island,Both sexes,38,62.8,NA
1976,3,Prince Edward Island,Females,38.5,45.2,NA
1976,3,Prince Edward Island,Males,39.1,80.4,NA
1976,3,Quebec,Both sexes,33.7,64.3,NA
1976,3,Quebec,Females,33.2,42,NA
1976,3,Quebec,Males,34.1,86.6,NA
1976,3,Saskatchewan,Both sexes,40.7,69.8,2.8
1976,3,Saskatchewan,Females,35.9,48.7,2.8
1976,3,Saskatchewan,Males,45.4,90.6,2.8
1976,4,Alberta,Both sexes,55.3,73.6,2.75
1976,4,Alberta,Females,53,53.5,2.75
1976,4,Alberta,Males,57.5,93,2.75
1976,4,British Columbia,Both sexes,43.7,69.3,3
1976,4,British Columbia,Females,42.2,49.6,3
1976,4,British Columbia,Males,45.3,88.4,3
1976,4,Manitoba,Both sexes,45.7,72.9,NA
1976,4,Manitoba,Females,40.1,54.6,NA
1976,4,Manitoba,Males,51.1,91.3,NA
1976,4,New Brunswick,Both sexes,26.3,58.9,NA
1976,4,New Brunswick,Females,22.2,41.2,NA
1976,4,New Brunswick,Males,29.9,76.6,NA
1976,4,Newfoundland and Labrador,Both sexes,21.6,51.8,2.5
1976,4,Newfoundland and Labrador,Females,22.4,29.1,2.5
1976,4,Newfoundland and Labrador,Males,20.7,73.4,2.5
1976,4,Nova Scotia,Both sexes,32.9,62.8,2.5
1976,4,Nova Scotia,Females,33.7,42,2.5
1976,4,Nova Scotia,Males,32.2,84.6,2.5
1976,4,Ontario,Both sexes,41.9,72.6,2.65
1976,4,Ontario,Females,41.1,53.1,2.65
1976,4,Ontario,Males,42.6,92,2.65
1976,4,Prince Edward Island,Both sexes,36.7,62.4,NA
1976,4,Prince Edward Island,Females,35.9,45.2,NA
1976,4,Prince Edward Island,Males,37.5,79.9,NA
1976,4,Quebec,Both sexes,32.2,64.9,NA
1976,4,Quebec,Females,31.7,42.5,NA
1976,4,Quebec,Males,32.5,87.4,NA
1976,4,Saskatchewan,Both sexes,47.8,70.5,2.8
1976,4,Saskatchewan,Females,42.2,48.6,2.8
1976,4,Saskatchewan,Males,53.2,92.1,2.8
1976,5,Alberta,Both sexes,57.7,74.9,2.75
1976,5,Alberta,Females,52.2,54.7,2.75
1976,5,Alberta,Males,62.9,94.5,2.75
1976,5,British Columbia,Both sexes,44.3,70.6,3
1976,5,British Columbia,Females,43.9,50.6,3
1976,5,British Columbia,Males,44.6,89.8,3
1976,5,Manitoba,Both sexes,49.7,73.2,NA
1976,5,Manitoba,Females,43,54.1,NA
1976,5,Manitoba,Males,56.4,92.6,NA
1976,5,New Brunswick,Both sexes,30.9,61.6,NA
1976,5,New Brunswick,Females,27.4,42.9,NA
1976,5,New Brunswick,Males,34.1,80.5,NA
1976,5,Newfoundland and Labrador,Both sexes,26.3,54.5,2.5
1976,5,Newfoundland and Labrador,Females,27.3,29.9,2.5
1976,5,Newfoundland and Labrador,Males,25.5,78,2.5
1976,5,Nova Scotia,Both sexes,36.6,63.4,2.5
1976,5,Nova Scotia,Females,34.8,40.8,2.5
1976,5,Nova Scotia,Males,38.2,87.1,2.5
1976,5,Ontario,Both sexes,45,73.3,2.65
1976,5,Ontario,Females,45.3,53.1,2.65
1976,5,Ontario,Males,44.6,93.3,2.65
1976,5,Prince Edward Island,Both sexes,47.7,66.6,NA
1976,5,Prince Edward Island,Females,40.6,46.3,NA
1976,5,Prince Edward Island,Males,54.7,87.6,NA
1976,5,Quebec,Both sexes,33.1,66.2,NA
1976,5,Quebec,Females,32,43,NA
1976,5,Quebec,Males,34.3,89.3,NA
1976,5,Saskatchewan,Both sexes,53.9,71.9,2.8
1976,5,Saskatchewan,Females,47,49.8,2.8
1976,5,Saskatchewan,Males,60.5,93.6,2.8
1976,6,Alberta,Both sexes,59.4,75.3,2.75
1976,6,Alberta,Females,51.3,55,2.75
1976,6,Alberta,Males,67.1,94.8,2.75
1976,6,British Columbia,Both sexes,46.4,71.5,3
1976,6,British Columbia,Females,43.5,50.8,3
1976,6,British Columbia,Males,49.2,91.4,3
1976,6,Manitoba,Both sexes,53.6,73.9,NA
1976,6,Manitoba,Females,48.3,54,NA
1976,6,Manitoba,Males,58.9,94,NA
1976,6,New Brunswick,Both sexes,37.9,63.3,2.55
1976,6,New Brunswick,Females,33.1,42.3,2.55
1976,6,New Brunswick,Males,42.7,84.3,2.55
1976,6,Newfoundland and Labrador,Both sexes,31.3,58.3,2.5
1976,6,Newfoundland and Labrador,Females,29.9,33.2,2.5
1976,6,Newfoundland and Labrador,Males,32.7,82.3,2.5
1976,6,Nova Scotia,Both sexes,39.8,64.5,2.5
1976,6,Nova Scotia,Females,36.5,42.5,2.5
1976,6,Nova Scotia,Males,42.9,87.6,2.5
1976,6,Ontario,Both sexes,51,73.6,2.65
1976,6,Ontario,Females,49,53.3,2.65
1976,6,Ontario,Males,52.8,93.7,2.65
1976,6,Prince Edward Island,Both sexes,53.9,68,NA
1976,6,Prince Edward Island,Females,45.3,47.1,NA
1976,6,Prince Edward Island,Males,62.5,89.2,NA
1976,6,Quebec,Both sexes,39.5,66.2,NA
1976,6,Quebec,Females,37.1,42.6,NA
1976,6,Quebec,Males,41.8,89.9,NA
1976,6,Saskatchewan,Both sexes,55.3,72.3,2.8
1976,6,Saskatchewan,Females,47.2,49.5,2.8
1976,6,Saskatchewan,Males,63,94.5,2.8
1976,7,Alberta,Both sexes,69.3,75.1,2.75
1976,7,Alberta,Females,63.8,53.9,2.75
1976,7,Alberta,Males,74.5,95.6,2.75
1976,7,British Columbia,Both sexes,58.3,71.3,3
1976,7,British Columbia,Females,52.2,50.1,3
1976,7,British Columbia,Males,64.1,91.7,3
1976,7,Manitoba,Both sexes,61,74.2,NA
1976,7,Manitoba,Females,53.8,53.8,NA
1976,7,Manitoba,Males,68.3,94.9,NA
1976,7,New Brunswick,Both sexes,46.5,63.1,2.55
1976,7,New Brunswick,Females,41.4,41.1,2.55
1976,7,New Brunswick,Males,51.5,85,2.55
1976,7,Newfoundland and Labrador,Both sexes,36.6,57,2.5
1976,7,Newfoundland and Labrador,Females,32.1,32.2,2.5
1976,7,Newfoundland and Labrador,Males,40.8,80.7,2.5
1976,7,Nova Scotia,Both sexes,47.9,64,2.5
1976,7,Nova Scotia,Females,42,41,2.5
1976,7,Nova Scotia,Males,53.3,88,2.5
1976,7,Ontario,Both sexes,56.8,73,2.65
1976,7,Ontario,Females,53.6,52.1,2.65
1976,7,Ontario,Males,59.9,93.9,2.65
1976,7,Prince Edward Island,Both sexes,63.8,68.4,2.5
1976,7,Prince Edward Island,Females,57.8,47.6,2.5
1976,7,Prince Edward Island,Males,68.8,89.3,2.5
1976,7,Quebec,Both sexes,49.9,65.7,2.87
1976,7,Quebec,Females,46,41.9,2.87
1976,7,Quebec,Males,53.8,89.6,2.87
1976,7,Saskatchewan,Both sexes,68.9,71.3,2.8
1976,7,Saskatchewan,Females,58.7,47.4,2.8
1976,7,Saskatchewan,Males,78.7,94.7,2.8
1976,8,Alberta,Both sexes,65.3,75.1,2.75
1976,8,Alberta,Females,58.1,54,2.75
1976,8,Alberta,Males,72.1,95.2,2.75
1976,8,British Columbia,Both sexes,60.4,71,3
1976,8,British Columbia,Females,55.1,49.1,3
1976,8,British Columbia,Males,65.6,92.2,3
1976,8,Manitoba,Both sexes,57.9,73.9,NA
1976,8,Manitoba,Females,53.8,53.2,NA
1976,8,Manitoba,Males,62,94.9,NA
1976,8,New Brunswick,Both sexes,48,63.5,2.55
1976,8,New Brunswick,Females,40.8,40.8,2.55
1976,8,New Brunswick,Males,55.1,86.2,2.55
1976,8,Newfoundland and Labrador,Both sexes,37.1,56.9,2.5
1976,8,Newfoundland and Labrador,Females,33.4,31.9,2.5
1976,8,Newfoundland and Labrador,Males,40.6,80.7,2.5
1976,8,Nova Scotia,Both sexes,47.4,64.7,2.5
1976,8,Nova Scotia,Females,44.5,42.2,2.5
1976,8,Nova Scotia,Males,50.2,88.3,2.5
1976,8,Ontario,Both sexes,56.8,73.1,2.65
1976,8,Ontario,Females,54.8,52.2,2.65
1976,8,Ontario,Males,58.8,94,2.65
1976,8,Prince Edward Island,Both sexes,64.6,67.4,2.5
1976,8,Prince Edward Island,Females,58.7,46.8,2.5
1976,8,Prince Edward Island,Males,70.3,88.2,2.5
1976,8,Quebec,Both sexes,45.9,65.3,2.87
1976,8,Quebec,Females,41.7,41.1,2.87
1976,8,Quebec,Males,50,89.5,2.87
1976,8,Saskatchewan,Both sexes,69.5,71.5,2.8
1976,8,Saskatchewan,Females,59.8,47.6,2.8
1976,8,Saskatchewan,Males,78.9,94.9,2.8
1976,9,Alberta,Both sexes,56.7,75.4,2.75
1976,9,Alberta,Females,50.6,55.2,2.75
1976,9,Alberta,Males,62.6,94.7,2.75
1976,9,British Columbia,Both sexes,45,72.2,3
1976,9,British Columbia,Females,41,51.4,3
1976,9,British Columbia,Males,48.9,92.3,3
1976,9,Manitoba,Both sexes,46.4,73.7,2.95
1976,9,Manitoba,Females,44,53.7,2.95
1976,9,Manitoba,Males,48.6,94,2.95
1976,9,New Brunswick,Both sexes,34.8,63.9,2.55
1976,9,New Brunswick,Females,32.2,42.6,2.55
1976,9,New Brunswick,Males,37.5,85.2,2.55
1976,9,Newfoundland and Labrador,Both sexes,29.1,58.3,2.5
1976,9,Newfoundland and Labrador,Females,27.3,33,2.5
1976,9,Newfoundland and Labrador,Males,30.6,82.4,2.5
1976,9,Nova Scotia,Both sexes,33,66.1,2.5
1976,9,Nova Scotia,Females,31,45.1,2.5
1976,9,Nova Scotia,Males,35,88.2,2.5
1976,9,Ontario,Both sexes,42.2,73.8,2.65
1976,9,Ontario,Females,41,53.7,2.65
1976,9,Ontario,Males,43.4,93.8,2.65
1976,9,Prince Edward Island,Both sexes,46.5,68.8,2.5
1976,9,Prince Edward Island,Females,34.9,48.4,2.5
1976,9,Prince Edward Island,Males,57.1,89.4,2.5
1976,9,Quebec,Both sexes,33.1,65.6,2.87
1976,9,Quebec,Females,30.5,42,2.87
1976,9,Quebec,Males,35.7,89.2,2.87
1976,9,Saskatchewan,Both sexes,55.5,73.9,2.8
1976,9,Saskatchewan,Females,47.3,51.2,2.8
1976,9,Saskatchewan,Males,63.5,96.1,2.8
1976,10,Alberta,Both sexes,55.8,75.6,2.75
1976,10,Alberta,Females,47.9,55.9,2.75
1976,10,Alberta,Males,63.2,94.4,2.75
1976,10,British Columbia,Both sexes,44.9,72.4,3
1976,10,British Columbia,Females,41.9,52.1,3
1976,10,British Columbia,Males,47.7,92,3
1976,10,Manitoba,Both sexes,47.2,73.2,2.95
1976,10,Manitoba,Females,45.6,53,2.95
1976,10,Manitoba,Males,49,93.7,2.95
1976,10,New Brunswick,Both sexes,31.1,63.4,2.55
1976,10,New Brunswick,Females,29.7,41.9,2.55
1976,10,New Brunswick,Males,32.5,85,2.55
1976,10,Newfoundland and Labrador,Both sexes,25.7,57,2.5
1976,10,Newfoundland and Labrador,Females,27.4,33.2,2.5
1976,10,Newfoundland and Labrador,Males,24.1,79.7,2.5
1976,10,Nova Scotia,Both sexes,33.3,65.6,2.5
1976,10,Nova Scotia,Females,31.2,44.7,2.5
1976,10,Nova Scotia,Males,35.3,87.5,2.5
1976,10,Ontario,Both sexes,42.4,73.8,2.65
1976,10,Ontario,Females,41.7,54.7,2.65
1976,10,Ontario,Males,43.1,92.9,2.65
1976,10,Prince Edward Island,Both sexes,43.3,67,2.5
1976,10,Prince Edward Island,Females,33.3,46.1,2.5
1976,10,Prince Edward Island,Males,54,88.3,2.5
1976,10,Quebec,Both sexes,31.8,65.7,2.87
1976,10,Quebec,Females,31.2,43,2.87
1976,10,Quebec,Males,32.4,88.3,2.87
1976,10,Saskatchewan,Both sexes,49.7,72.9,2.8
1976,10,Saskatchewan,Females,40.2,50.9,2.8
1976,10,Saskatchewan,Males,58.9,94.4,2.8
1976,11,Alberta,Both sexes,54.1,75.5,2.75
1976,11,Alberta,Females,48.4,56.1,2.75
1976,11,Alberta,Males,59.7,94.1,2.75
1976,11,British Columbia,Both sexes,42.8,71.5,3
1976,11,British Columbia,Females,39.6,51.6,3
1976,11,British Columbia,Males,46,90.7,3
1976,11,Manitoba,Both sexes,47.4,73.2,2.95
1976,11,Manitoba,Females,45.8,53.8,2.95
1976,11,Manitoba,Males,49.2,92.7,2.95
1976,11,New Brunswick,Both sexes,31.7,60.1,2.8
1976,11,New Brunswick,Females,30.6,39.3,2.8
1976,11,New Brunswick,Males,32.8,81,2.8
1976,11,Newfoundland and Labrador,Both sexes,23.3,54.7,2.5
1976,11,Newfoundland and Labrador,Females,26.1,32.7,2.5
1976,11,Newfoundland and Labrador,Males,20.4,75.6,2.5
1976,11,Nova Scotia,Both sexes,32.4,64.9,2.5
1976,11,Nova Scotia,Females,30.5,44.9,2.5
1976,11,Nova Scotia,Males,34,85.7,2.5
1976,11,Ontario,Both sexes,41.6,73.9,2.65
1976,11,Ontario,Females,41.3,55,2.65
1976,11,Ontario,Males,41.8,92.8,2.65
1976,11,Prince Edward Island,Both sexes,42.5,64.5,2.5
1976,11,Prince Edward Island,Females,31.7,45,2.5
1976,11,Prince Edward Island,Males,52.4,84.1,2.5
1976,11,Quebec,Both sexes,32.6,65.5,2.87
1976,11,Quebec,Females,31.3,43.4,2.87
1976,11,Quebec,Males,33.8,87.6,2.87
1976,11,Saskatchewan,Both sexes,49,72.3,2.8
1976,11,Saskatchewan,Females,39.1,49.4,2.8
1976,11,Saskatchewan,Males,58.7,94.6,2.8
1976,12,Alberta,Both sexes,54.2,74.8,2.75
1976,12,Alberta,Females,49.1,55.2,2.75
1976,12,Alberta,Males,59.1,93.5,2.75
1976,12,British Columbia,Both sexes,43.1,70.9,3
1976,12,British Columbia,Females,40.8,50.7,3
1976,12,British Columbia,Males,45.3,90.3,3
1976,12,Manitoba,Both sexes,47.4,71.3,2.95
1976,12,Manitoba,Females,45,51.9,2.95
1976,12,Manitoba,Males,49.8,91,2.95
1976,12,New Brunswick,Both sexes,30.2,57.7,2.8
1976,12,New Brunswick,Females,31.1,38.4,2.8
1976,12,New Brunswick,Males,29.4,77,2.8
1976,12,Newfoundland and Labrador,Both sexes,24,52.9,2.5
1976,12,Newfoundland and Labrador,Females,27.4,32.9,2.5
1976,12,Newfoundland and Labrador,Males,20.4,71.9,2.5
1976,12,Nova Scotia,Both sexes,34,63.8,2.5
1976,12,Nova Scotia,Females,33.1,44.5,2.5
1976,12,Nova Scotia,Males,34.7,84,2.5
1976,12,Ontario,Both sexes,42.5,73.4,2.65
1976,12,Ontario,Females,43.6,55.1,2.65
1976,12,Ontario,Males,41.4,91.7,2.65
1976,12,Prince Edward Island,Both sexes,40.5,61.9,2.5
1976,12,Prince Edward Island,Females,33.3,43.5,2.5
1976,12,Prince Edward Island,Males,47.6,81,2.5
1976,12,Quebec,Both sexes,31.5,65,2.87
1976,12,Quebec,Females,29.9,43.7,2.87
1976,12,Quebec,Males,33,86.4,2.87
1976,12,Saskatchewan,Both sexes,47.2,71.5,2.8
1976,12,Saskatchewan,Females,37.8,48.6,2.8
1976,12,Saskatchewan,Males,56.4,93.9,2.8
1977,1,Alberta,Both sexes,49.2,73.4,2.75
1977,1,Alberta,Females,44,53.9,2.75
1977,1,Alberta,Males,54.3,92.2,2.75
1977,1,British Columbia,Both sexes,38.6,69.5,3
1977,1,British Columbia,Females,36.9,49.4,3
1977,1,British Columbia,Males,40.3,88.9,3
1977,1,Manitoba,Both sexes,45.3,69.8,2.95
1977,1,Manitoba,Females,44.2,51.1,2.95
1977,1,Manitoba,Males,46.3,88.7,2.95
1977,1,New Brunswick,Both sexes,28.3,55.4,2.8
1977,1,New Brunswick,Females,27.8,36.7,2.8
1977,1,New Brunswick,Males,28.9,74.1,2.8
1977,1,Newfoundland and Labrador,Both sexes,19.9,49.8,2.5
1977,1,Newfoundland and Labrador,Females,23.2,30.6,2.5
1977,1,Newfoundland and Labrador,Males,16.7,68.2,2.5
1977,1,Nova Scotia,Both sexes,30.2,60.9,2.75
1977,1,Nova Scotia,Females,28.3,42,2.75
1977,1,Nova Scotia,Males,32.2,80.7,2.75
1977,1,Ontario,Both sexes,40.5,71.8,2.65
1977,1,Ontario,Females,41.2,53.6,2.65
1977,1,Ontario,Males,39.7,90,2.65
1977,1,Prince Edward Island,Both sexes,35.7,59.7,2.5
1977,1,Prince Edward Island,Females,28.6,42.2,2.5
1977,1,Prince Edward Island,Males,41.3,76.8,2.5
1977,1,Quebec,Both sexes,30,63.9,3
1977,1,Quebec,Females,28.5,43.1,3
1977,1,Quebec,Males,31.4,84.8,3
1977,1,Saskatchewan,Both sexes,41.7,69.1,3
1977,1,Saskatchewan,Females,29.8,45.7,3
1977,1,Saskatchewan,Males,53.2,92,3
1977,2,Alberta,Both sexes,50.9,74.6,2.75
1977,2,Alberta,Females,44,55.2,2.75
1977,2,Alberta,Males,57.6,93,2.75
1977,2,British Columbia,Both sexes,40.3,70,3
1977,2,British Columbia,Females,38.6,50.1,3
1977,2,British Columbia,Males,42.1,89.1,3
1977,2,Manitoba,Both sexes,46.4,70.4,2.95
1977,2,Manitoba,Females,44.1,51.7,2.95
1977,2,Manitoba,Males,48.8,89.2,2.95
1977,2,New Brunswick,Both sexes,26.6,55.7,2.8
1977,2,New Brunswick,Females,25,37.8,2.8
1977,2,New Brunswick,Males,28.2,73.4,2.8
1977,2,Newfoundland and Labrador,Both sexes,19.4,50.9,2.5
1977,2,Newfoundland and Labrador,Females,20.6,30.9,2.5
1977,2,Newfoundland and Labrador,Males,18.2,69.9,2.5
1977,2,Nova Scotia,Both sexes,30.3,61.2,2.75
1977,2,Nova Scotia,Females,27.9,42.2,2.75
1977,2,Nova Scotia,Males,32.8,81,2.75
1977,2,Ontario,Both sexes,39.8,72.2,2.65
1977,2,Ontario,Females,41,54.5,2.65
1977,2,Ontario,Males,38.7,89.9,2.65
1977,2,Prince Edward Island,Both sexes,35.7,61.3,2.5
1977,2,Prince Edward Island,Females,30.2,44.8,2.5
1977,2,Prince Edward Island,Males,39.7,77.9,2.5
1977,2,Quebec,Both sexes,29.7,64.2,3
1977,2,Quebec,Females,28.3,44,3
1977,2,Quebec,Males,31.1,84.4,3
1977,2,Saskatchewan,Both sexes,43.1,70.1,3
1977,2,Saskatchewan,Females,31.7,48,3
1977,2,Saskatchewan,Males,54.1,91.7,3
1977,3,Alberta,Both sexes,49.8,74.6,3
1977,3,Alberta,Females,45.5,55.1,3
1977,3,Alberta,Males,53.8,93.2,3
1977,3,British Columbia,Both sexes,42.6,70,3
1977,3,British Columbia,Females,40,50.7,3
1977,3,British Columbia,Males,45.2,88.6,3
1977,3,Manitoba,Both sexes,48.2,71.1,2.95
1977,3,Manitoba,Females,46.6,53,2.95
1977,3,Manitoba,Males,49.9,89.4,2.95
1977,3,New Brunswick,Both sexes,25.8,55,2.8
1977,3,New Brunswick,Females,23.9,37.2,2.8
1977,3,New Brunswick,Males,27.6,72.9,2.8
1977,3,Newfoundland and Labrador,Both sexes,20.5,51.7,2.5
1977,3,Newfoundland and Labrador,Females,22.2,31.4,2.5
1977,3,Newfoundland and Labrador,Males,18.9,71.1,2.5
1977,3,Nova Scotia,Both sexes,31.9,61.3,2.75
1977,3,Nova Scotia,Females,31.2,42.3,2.75
1977,3,Nova Scotia,Males,32.9,81.1,2.75
1977,3,Ontario,Both sexes,40,72.3,2.65
1977,3,Ontario,Females,39.7,54.7,2.65
1977,3,Ontario,Males,40.4,89.8,2.65
1977,3,Prince Edward Island,Both sexes,36.5,61.1,2.5
1977,3,Prince Edward Island,Females,28.6,44.6,2.5
1977,3,Prince Edward Island,Males,43.7,77.9,2.5
1977,3,Quebec,Both sexes,31.2,64.4,3
1977,3,Quebec,Females,30.1,44.6,3
1977,3,Quebec,Males,32.3,84.3,3
1977,3,Saskatchewan,Both sexes,45.9,70.6,3
1977,3,Saskatchewan,Females,35.3,48.9,3
1977,3,Saskatchewan,Males,55.9,91.8,3
1977,4,Alberta,Both sexes,53.4,75,3
1977,4,Alberta,Females,46.5,55.4,3
1977,4,Alberta,Males,59.8,93.7,3
1977,4,British Columbia,Both sexes,42.7,69.1,3
1977,4,British Columbia,Females,40.3,49.9,3
1977,4,British Columbia,Males,45,87.6,3
1977,4,Manitoba,Both sexes,49.3,72,2.95
1977,4,Manitoba,Females,47.2,53.8,2.95
1977,4,Manitoba,Males,51.4,90.4,2.95
1977,4,New Brunswick,Both sexes,27,55.5,2.8
1977,4,New Brunswick,Females,24.7,37.2,2.8
1977,4,New Brunswick,Males,29.6,73.8,2.8
1977,4,Newfoundland and Labrador,Both sexes,20.4,51.1,2.5
1977,4,Newfoundland and Labrador,Females,21.9,31.8,2.5
1977,4,Newfoundland and Labrador,Males,18.6,69.5,2.5
1977,4,Nova Scotia,Both sexes,32.4,62.6,2.75
1977,4,Nova Scotia,Females,30,43.6,2.75
1977,4,Nova Scotia,Males,34.7,82.4,2.75
1977,4,Ontario,Both sexes,41.7,72.5,2.65
1977,4,Ontario,Females,40.8,54.6,2.65
1977,4,Ontario,Males,42.7,90.4,2.65
1977,4,Prince Edward Island,Both sexes,36.5,60.9,2.5
1977,4,Prince Edward Island,Females,28.6,43,2.5
1977,4,Prince Edward Island,Males,43.7,79.1,2.5
1977,4,Quebec,Both sexes,31.5,64.7,3
1977,4,Quebec,Females,29.2,44.1,3
1977,4,Quebec,Males,33.6,85.2,3
1977,4,Saskatchewan,Both sexes,48.3,71.7,3
1977,4,Saskatchewan,Females,37.9,50.4,3
1977,4,Saskatchewan,Males,58.2,92.5,3
1977,5,Alberta,Both sexes,57.4,75.8,3
1977,5,Alberta,Females,50.1,56.3,3
1977,5,Alberta,Males,64.5,94.4,3
1977,5,British Columbia,Both sexes,46.7,71.3,3
1977,5,British Columbia,Females,45.1,51.4,3
1977,5,British Columbia,Males,48.3,90.4,3
1977,5,Manitoba,Both sexes,49.2,73.3,2.95
1977,5,Manitoba,Females,46.3,54.8,2.95
1977,5,Manitoba,Males,52,92,2.95
1977,5,New Brunswick,Both sexes,30.2,58.5,2.8
1977,5,New Brunswick,Females,26.9,38.5,2.8
1977,5,New Brunswick,Males,33.3,78.5,2.8
1977,5,Newfoundland and Labrador,Both sexes,26.5,56.5,2.5
1977,5,Newfoundland and Labrador,Females,27.1,34.4,2.5
1977,5,Newfoundland and Labrador,Males,25.9,77.5,2.5
1977,5,Nova Scotia,Both sexes,36.1,64.1,2.75
1977,5,Nova Scotia,Females,33,43.8,2.75
1977,5,Nova Scotia,Males,39.1,85.4,2.75
1977,5,Ontario,Both sexes,45.1,73.4,2.65
1977,5,Ontario,Females,42.1,54.6,2.65
1977,5,Ontario,Males,48,92.1,2.65
1977,5,Prince Edward Island,Both sexes,44.1,66.8,2.5
1977,5,Prince Edward Island,Females,36.5,48.2,2.5
1977,5,Prince Edward Island,Males,53.1,85.9,2.5
1977,5,Quebec,Both sexes,34.5,65.8,3
1977,5,Quebec,Females,31.1,44.5,3
1977,5,Quebec,Males,37.8,87.2,3
1977,5,Saskatchewan,Both sexes,52.6,73.3,3
1977,5,Saskatchewan,Females,42.2,52,3
1977,5,Saskatchewan,Males,62.6,94.1,3
1977,6,Alberta,Both sexes,58.5,75.9,3
1977,6,Alberta,Females,52,55.8,3
1977,6,Alberta,Males,64.7,94.9,3
1977,6,British Columbia,Both sexes,47.6,71.4,3
1977,6,British Columbia,Females,44.7,50.9,3
