year,month,geo,sex,x15_to_19_years,x25_to_54_years,minimum_wage
1978,12,Nova Scotia,Females,35.1,45.1,2.75
1978,12,Nova Scotia,Males,35.5,85.1,2.75
1978,12,Ontario,Both sexes,44.9,75.2,2.85
1978,12,Ontario,Females,43.1,58.5,2.85
1978,12,Ontario,Males,46.7,91.9,2.85
1978,12,Prince Edward Island,Both sexes,37.7,64.7,2.75
1978,12,Prince Edward Island,Females,35.9,47.5,2.75
1978,12,Prince Edward Island,Males,39.4,82,2.75
1978,12,Quebec,Both sexes,31.3,66.1,3.37
1978,12,Quebec,Females,30.7,47.1,3.37
1978,12,Quebec,Males,31.8,85.1,3.37
1978,12,Saskatchewan,Both sexes,46.7,74.4,3.25
1978,12,Saskatchewan,Females,37.6,55.1,3.25
1978,12,Saskatchewan,Males,55.6,93.2,3.25
1979,1,Alberta,Both sexes,50.9,75.8,3
1979,1,Alberta,Females,46.9,57.2,3
1979,1,Alberta,Males,54.7,93.3,3
1979,1,British Columbia,Both sexes,41.5,71.8,3
1979,1,British Columbia,Females,42.5,54.1,3
1979,1,British Columbia,Males,40.5,88.8,3
1979,1,Manitoba,Both sexes,48.5,72.7,2.95
1979,1,Manitoba,Females,45,55.3,2.95
1979,1,Manitoba,Males,51.9,90.4,2.95
1979,1,New Brunswick,Both sexes,27.9,59.6,2.8
1979,1,New Brunswick,Females,27.7,43.1,2.8
1979,1,New Brunswick,Males,28.2,76.1,2.8
1979,1,Newfoundland and Labrador,Both sexes,21.8,51.6,2.5
1979,1,Newfoundland and Labrador,Females,25.3,34.8,2.5
1979,1,Newfoundland and Labrador,Males,18.4,67.9,2.5
1979,1,Nova Scotia,Both sexes,30.3,63.8,2.75
1979,1,Nova Scotia,Females,31.1,44.7,2.75
1979,1,Nova Scotia,Males,29.2,83.7,2.75
1979,1,Ontario,Both sexes,43.2,74.3,3
1979,1,Ontario,Females,41.3,57.9,3
1979,1,Ontario,Males,44.9,90.6,3
1979,1,Prince Edward Island,Both sexes,31.5,62.8,2.75
1979,1,Prince Edward Island,Females,29.2,46.8,2.75
1979,1,Prince Edward Island,Males,33.3,78.6,2.75
1979,1,Quebec,Both sexes,30.7,64.2,3.37
1979,1,Quebec,Females,30.1,45.2,3.37
1979,1,Quebec,Males,31.2,83.2,3.37
1979,1,Saskatchewan,Both sexes,45.5,73.3,3.25
1979,1,Saskatchewan,Females,36.6,54.3,3.25
1979,1,Saskatchewan,Males,54.3,91.6,3.25
1979,2,Alberta,Both sexes,50.8,75.9,3
1979,2,Alberta,Females,48.3,58.1,3
1979,2,Alberta,Males,53.1,92.4,3
1979,2,British Columbia,Both sexes,41.5,71.7,3
1979,2,British Columbia,Females,43.6,53.5,3
1979,2,British Columbia,Males,39.5,89.1,3
1979,2,Manitoba,Both sexes,46.7,72.6,2.95
1979,2,Manitoba,Females,43.1,55.5,2.95
1979,2,Manitoba,Males,50.4,89.8,2.95
1979,2,New Brunswick,Both sexes,27.4,59.2,2.8
1979,2,New Brunswick,Females,27.7,42.7,2.8
1979,2,New Brunswick,Males,27.1,75.8,2.8
1979,2,Newfoundland and Labrador,Both sexes,22.8,52.9,2.5
1979,2,Newfoundland and Labrador,Females,24.7,35.8,2.5
1979,2,Newfoundland and Labrador,Males,21,69.3,2.5
1979,2,Nova Scotia,Both sexes,29.4,64.2,2.75
1979,2,Nova Scotia,Females,29.2,45.5,2.75
1979,2,Nova Scotia,Males,29.7,83.6,2.75
1979,2,Ontario,Both sexes,43.7,74.8,3
1979,2,Ontario,Females,43.5,58.6,3
1979,2,Ontario,Males,44,90.9,3
1979,2,Prince Edward Island,Both sexes,32.8,61.9,2.75
1979,2,Prince Edward Island,Females,33.8,45.8,2.75
1979,2,Prince Edward Island,Males,31.8,78.1,2.75
1979,2,Quebec,Both sexes,30.5,64.6,3.37
1979,2,Quebec,Females,31.1,46.3,3.37
1979,2,Quebec,Males,29.9,83,3.37
1979,2,Saskatchewan,Both sexes,45,73.1,3.25
1979,2,Saskatchewan,Females,34.4,54.3,3.25
1979,2,Saskatchewan,Males,55.1,91.3,3.25
1979,3,Alberta,Both sexes,54,77.1,3
1979,3,Alberta,Females,50.6,59.6,3
1979,3,Alberta,Males,57.4,93.4,3
1979,3,British Columbia,Both sexes,44,72.7,3
1979,3,British Columbia,Females,45.7,54.4,3
1979,3,British Columbia,Males,42.5,90.3,3
1979,3,Manitoba,Both sexes,49.5,72.8,2.95
1979,3,Manitoba,Females,45.4,56.2,2.95
1979,3,Manitoba,Males,53.7,89.5,2.95
1979,3,New Brunswick,Both sexes,30.2,59.6,2.8
1979,3,New Brunswick,Females,32.3,43.5,2.8
1979,3,New Brunswick,Males,28.2,75.7,2.8
1979,3,Newfoundland and Labrador,Both sexes,23.3,53.1,2.5
1979,3,Newfoundland and Labrador,Females,26.6,35.9,2.5
1979,3,Newfoundland and Labrador,Males,20,69.6,2.5
1979,3,Nova Scotia,Both sexes,31.3,64,2.75
1979,3,Nova Scotia,Females,30.6,45.7,2.75
1979,3,Nova Scotia,Males,31.9,83.1,2.75
1979,3,Ontario,Both sexes,45.2,74.7,3
1979,3,Ontario,Females,43.9,58.2,3
1979,3,Ontario,Males,46.4,91.1,3
1979,3,Prince Edward Island,Both sexes,33.6,63,2.75
1979,3,Prince Edward Island,Females,29.2,48,2.75
1979,3,Prince Edward Island,Males,36.4,78.2,2.75
1979,3,Quebec,Both sexes,30.4,65.1,3.37
1979,3,Quebec,Females,30.3,46.6,3.37
1979,3,Quebec,Males,30.5,83.7,3.37
1979,3,Saskatchewan,Both sexes,46.3,73.7,3.25
1979,3,Saskatchewan,Females,36.6,54.7,3.25
1979,3,Saskatchewan,Males,55.8,92.1,3.25
1979,4,Alberta,Both sexes,53.2,76.8,3
1979,4,Alberta,Females,49.3,59.8,3
1979,4,Alberta,Males,56.9,92.7,3
1979,4,British Columbia,Both sexes,44.2,71.8,3
1979,4,British Columbia,Females,44.1,54.2,3
1979,4,British Columbia,Males,44.2,88.7,3
1979,4,Manitoba,Both sexes,47,72.9,2.95
1979,4,Manitoba,Females,41.8,55.8,2.95
1979,4,Manitoba,Males,52,90.1,2.95
1979,4,New Brunswick,Both sexes,29.5,59.8,2.8
1979,4,New Brunswick,Females,29.2,43.4,2.8
1979,4,New Brunswick,Males,29.8,76.2,2.8
1979,4,Newfoundland and Labrador,Both sexes,24.4,55.8,2.5
1979,4,Newfoundland and Labrador,Females,28.6,37.6,2.5
1979,4,Newfoundland and Labrador,Males,20.3,73.2,2.5
1979,4,Nova Scotia,Both sexes,34.7,64.2,2.75
1979,4,Nova Scotia,Females,33.4,45.3,2.75
1979,4,Nova Scotia,Males,35.9,83.8,2.75
1979,4,Ontario,Both sexes,46.3,74.8,3
1979,4,Ontario,Females,44,58.3,3
1979,4,Ontario,Males,48.5,91.4,3
1979,4,Prince Edward Island,Both sexes,34.1,62.9,2.75
1979,4,Prince Edward Island,Females,30.8,48.5,2.75
1979,4,Prince Edward Island,Males,37.3,78.2,2.75
1979,4,Quebec,Both sexes,32.4,65.9,3.47
1979,4,Quebec,Females,31.6,46.9,3.47
1979,4,Quebec,Males,33.1,84.9,3.47
1979,4,Saskatchewan,Both sexes,48.5,73.5,3.25
1979,4,Saskatchewan,Females,40.4,54.3,3.25
1979,4,Saskatchewan,Males,56.4,92.1,3.25
1979,5,Alberta,Both sexes,58.8,78.3,3
1979,5,Alberta,Females,51.7,60.4,3
1979,5,Alberta,Males,65.7,95,3
1979,5,British Columbia,Both sexes,47.5,72.3,3
1979,5,British Columbia,Females,46.1,54,3
1979,5,British Columbia,Males,48.8,90,3
1979,5,Manitoba,Both sexes,50.9,73.8,2.95
1979,5,Manitoba,Females,45.5,56.3,2.95
1979,5,Manitoba,Males,56.1,91.6,2.95
1979,5,New Brunswick,Both sexes,34.8,63.7,2.8
1979,5,New Brunswick,Females,30.1,45.5,2.8
1979,5,New Brunswick,Males,39.3,81.8,2.8
1979,5,Newfoundland and Labrador,Both sexes,27.9,58.6,2.5
1979,5,Newfoundland and Labrador,Females,28.9,39.2,2.5
1979,5,Newfoundland and Labrador,Males,26.9,77.3,2.5
1979,5,Nova Scotia,Both sexes,37.7,66.5,2.75
1979,5,Nova Scotia,Females,35.8,46.4,2.75
1979,5,Nova Scotia,Males,39.6,87.3,2.75
1979,5,Ontario,Both sexes,50.4,75.5,3
1979,5,Ontario,Females,47.8,58.4,3
1979,5,Ontario,Males,53,92.6,3
1979,5,Prince Edward Island,Both sexes,42.4,70.3,2.75
1979,5,Prince Edward Island,Females,38.5,53.7,2.75
1979,5,Prince Edward Island,Males,46.3,87.2,2.75
1979,5,Quebec,Both sexes,35.2,67.3,3.47
1979,5,Quebec,Females,32.8,47,3.47
1979,5,Quebec,Males,37.4,87.7,3.47
1979,5,Saskatchewan,Both sexes,54.8,75.8,3.25
1979,5,Saskatchewan,Females,45.8,57,3.25
1979,5,Saskatchewan,Males,63.5,94,3.25
1979,6,Alberta,Both sexes,61.3,77.8,3
1979,6,Alberta,Females,54,59.5,3
1979,6,Alberta,Males,68.3,94.8,3
1979,6,British Columbia,Both sexes,50.9,72.9,3
1979,6,British Columbia,Females,48.2,53.9,3
1979,6,British Columbia,Males,53.5,91.2,3
1979,6,Manitoba,Both sexes,55.9,75.2,2.95
1979,6,Manitoba,Females,49.1,56.5,2.95
1979,6,Manitoba,Males,62.6,94,2.95
1979,6,New Brunswick,Both sexes,38.3,64.7,2.8
1979,6,New Brunswick,Females,33.1,44.5,2.8
1979,6,New Brunswick,Males,43.3,85,2.8
1979,6,Newfoundland and Labrador,Both sexes,33,62,2.8
1979,6,Newfoundland and Labrador,Females,28.9,40.5,2.8
1979,6,Newfoundland and Labrador,Males,37,82.9,2.8
1979,6,Nova Scotia,Both sexes,39.6,67.2,2.75
1979,6,Nova Scotia,Females,35.5,46.2,2.75
1979,6,Nova Scotia,Males,43.6,89.1,2.75
1979,6,Ontario,Both sexes,54.3,76,3
1979,6,Ontario,Females,51.3,58.5,3
1979,6,Ontario,Males,57.2,93.4,3
1979,6,Prince Edward Island,Both sexes,50.8,71.6,2.75
1979,6,Prince Edward Island,Females,50.8,54.1,2.75
1979,6,Prince Edward Island,Males,50.7,89.2,2.75
1979,6,Quebec,Both sexes,40.4,67.6,3.47
1979,6,Quebec,Females,36.7,46.7,3.47
1979,6,Quebec,Males,44,88.6,3.47
1979,6,Saskatchewan,Both sexes,56.7,76.7,3.25
1979,6,Saskatchewan,Females,45.9,57.2,3.25
1979,6,Saskatchewan,Males,67.3,95.6,3.25
1979,7,Alberta,Both sexes,71.7,77.9,3
1979,7,Alberta,Females,65.3,58.8,3
1979,7,Alberta,Males,77.9,95.7,3
1979,7,British Columbia,Both sexes,61.9,73,3
1979,7,British Columbia,Females,54.7,53.1,3
1979,7,British Columbia,Males,68.7,92.1,3
1979,7,Manitoba,Both sexes,67.2,74.2,3.05
1979,7,Manitoba,Females,59.3,54.6,3.05
1979,7,Manitoba,Males,74.9,94,3.05
1979,7,New Brunswick,Both sexes,48.7,63.9,2.8
1979,7,New Brunswick,Females,42.6,42.3,2.8
1979,7,New Brunswick,Males,54.5,85.6,2.8
1979,7,Newfoundland and Labrador,Both sexes,44.7,63.6,2.8
1979,7,Newfoundland and Labrador,Females,40.7,41.1,2.8
1979,7,Newfoundland and Labrador,Males,48.6,85.3,2.8
1979,7,Nova Scotia,Both sexes,52.3,67,2.75
1979,7,Nova Scotia,Females,47.7,45.7,2.75
1979,7,Nova Scotia,Males,56.8,89.2,2.75
1979,7,Ontario,Both sexes,64.5,76,3
1979,7,Ontario,Females,61.3,58.1,3
1979,7,Ontario,Males,67.5,93.8,3
1979,7,Prince Edward Island,Both sexes,65.2,70.5,2.75
1979,7,Prince Edward Island,Females,62.1,52.9,2.75
1979,7,Prince Edward Island,Males,65.7,88.7,2.75
1979,7,Quebec,Both sexes,51,68,3.47
1979,7,Quebec,Females,46.2,46.7,3.47
1979,7,Quebec,Males,55.6,89.3,3.47
1979,7,Saskatchewan,Both sexes,66.5,76.1,3.25
1979,7,Saskatchewan,Females,54.8,56,3.25
1979,7,Saskatchewan,Males,78,95.5,3.25
1979,8,Alberta,Both sexes,70.4,77.9,3
1979,8,Alberta,Females,63.8,58.8,3
1979,8,Alberta,Males,76.7,95.7,3
1979,8,British Columbia,Both sexes,63.6,72.9,3
1979,8,British Columbia,Females,56.5,53.4,3
1979,8,British Columbia,Males,70.4,91.7,3
1979,8,Manitoba,Both sexes,67.6,74.7,3.05
1979,8,Manitoba,Females,60.7,56,3.05
1979,8,Manitoba,Males,74.3,93.5,3.05
1979,8,New Brunswick,Both sexes,48.8,64.2,2.8
1979,8,New Brunswick,Females,43.5,42.8,2.8
1979,8,New Brunswick,Males,54.3,85.7,2.8
1979,8,Newfoundland and Labrador,Both sexes,43.1,63.7,2.8
1979,8,Newfoundland and Labrador,Females,37.6,40.6,2.8
1979,8,Newfoundland and Labrador,Males,48.3,85.9,2.8
1979,8,Nova Scotia,Both sexes,52.6,66.8,2.75
1979,8,Nova Scotia,Females,47.5,45.9,2.75
1979,8,Nova Scotia,Males,57.5,88.5,2.75
1979,8,Ontario,Both sexes,64.6,76,3
1979,8,Ontario,Females,61.5,58.4,3
1979,8,Ontario,Males,67.6,93.6,3
1979,8,Prince Edward Island,Both sexes,65.2,71.5,2.75
1979,8,Prince Edward Island,Females,66.2,54.9,2.75
1979,8,Prince Edward Island,Males,64.2,88.2,2.75
1979,8,Quebec,Both sexes,48.9,68.2,3.47
1979,8,Quebec,Females,44.1,47.2,3.47
1979,8,Quebec,Males,53.6,89.3,3.47
1979,8,Saskatchewan,Both sexes,68,75.5,3.25
1979,8,Saskatchewan,Females,58,55.1,3.25
1979,8,Saskatchewan,Males,77.8,95.4,3.25
1979,9,Alberta,Both sexes,58.6,79,3
1979,9,Alberta,Females,54,60.5,3
1979,9,Alberta,Males,63,96.3,3
1979,9,British Columbia,Both sexes,50,73.2,3
1979,9,British Columbia,Females,47.8,53.8,3
1979,9,British Columbia,Males,52,91.8,3
1979,9,Manitoba,Both sexes,53.2,76.5,3.05
1979,9,Manitoba,Females,50.7,58.5,3.05
1979,9,Manitoba,Males,55.6,94.6,3.05
1979,9,New Brunswick,Both sexes,34.8,65.2,2.8
1979,9,New Brunswick,Females,31.5,45.3,2.8
1979,9,New Brunswick,Males,37.7,85.1,2.8
1979,9,Newfoundland and Labrador,Both sexes,28.7,63.4,2.8
1979,9,Newfoundland and Labrador,Females,24.5,41,2.8
1979,9,Newfoundland and Labrador,Males,32.8,85,2.8
1979,9,Nova Scotia,Both sexes,36.4,67.3,2.75
1979,9,Nova Scotia,Females,33.1,46.9,2.75
1979,9,Nova Scotia,Males,39.7,88.7,2.75
1979,9,Ontario,Both sexes,48.5,76.5,3
1979,9,Ontario,Females,46.9,59.2,3
1979,9,Ontario,Males,50.1,93.7,3
1979,9,Prince Edward Island,Both sexes,46.2,72.3,2.75
1979,9,Prince Edward Island,Females,43.1,55.6,2.75
1979,9,Prince Edward Island,Males,49.3,88.8,2.75
1979,9,Quebec,Both sexes,36.1,68.7,3.47
1979,9,Quebec,Females,32.7,47.8,3.47
1979,9,Quebec,Males,39.3,89.6,3.47
1979,9,Saskatchewan,Both sexes,55.6,77.5,3.25
1979,9,Saskatchewan,Females,45.5,58.6,3.25
1979,9,Saskatchewan,Males,65.5,95.9,3.25
1979,10,Alberta,Both sexes,60.2,79.2,3
1979,10,Alberta,Females,54.7,61.2,3
1979,10,Alberta,Males,65.6,95.9,3
1979,10,British Columbia,Both sexes,51.1,74,3
1979,10,British Columbia,Females,47.4,55,3
1979,10,British Columbia,Males,54.7,92.4,3
1979,10,Manitoba,Both sexes,54.3,76.8,3.05
1979,10,Manitoba,Females,53.5,59.3,3.05
1979,10,Manitoba,Males,55.1,94.5,3.05
1979,10,New Brunswick,Both sexes,32.7,65.2,2.8
1979,10,New Brunswick,Females,30.9,45.4,2.8
1979,10,New Brunswick,Males,34.6,84.9,2.8
1979,10,Newfoundland and Labrador,Both sexes,27.8,62.1,2.8
1979,10,Newfoundland and Labrador,Females,23.5,42.5,2.8
1979,10,Newfoundland and Labrador,Males,31.9,81.1,2.8
1979,10,Nova Scotia,Both sexes,34.6,67.4,2.75
1979,10,Nova Scotia,Females,30.8,47.5,2.75
1979,10,Nova Scotia,Males,38.3,88.1,2.75
1979,10,Ontario,Both sexes,48.9,76.8,3
1979,10,Ontario,Females,49.3,60.2,3
1979,10,Ontario,Males,48.6,93.3,3
1979,10,Prince Edward Island,Both sexes,40.6,69.7,2.75
1979,10,Prince Edward Island,Females,38.5,53.1,2.75
1979,10,Prince Edward Island,Males,43.3,86.8,2.75
1979,10,Quebec,Both sexes,35.8,68.6,3.47
1979,10,Quebec,Females,32.5,48.1,3.47
1979,10,Quebec,Males,39.1,89.1,3.47
1979,10,Saskatchewan,Both sexes,55.8,76.7,3.5
1979,10,Saskatchewan,Females,48.2,57.4,3.5
1979,10,Saskatchewan,Males,63,95.4,3.5
1979,11,Alberta,Both sexes,58.3,79.1,3
1979,11,Alberta,Females,52.8,61.6,3
1979,11,Alberta,Males,63.7,95.3,3
1979,11,British Columbia,Both sexes,50.3,73.8,3
1979,11,British Columbia,Females,48.4,55.7,3
1979,11,British Columbia,Males,52.2,91.3,3
1979,11,Manitoba,Both sexes,52.7,76.1,3.05
1979,11,Manitoba,Females,52.7,58.6,3.05
1979,11,Manitoba,Males,52.5,93.7,3.05
1979,11,New Brunswick,Both sexes,32.2,63.6,2.8
1979,11,New Brunswick,Females,30.6,45.7,2.8
1979,11,New Brunswick,Males,33.8,81.6,2.8
1979,11,Newfoundland and Labrador,Both sexes,25.5,58.9,2.8
1979,11,Newfoundland and Labrador,Females,23.5,39.1,2.8
1979,11,Newfoundland and Labrador,Males,27.1,78.1,2.8
1979,11,Nova Scotia,Both sexes,35.7,66.8,2.75
1979,11,Nova Scotia,Females,32.9,47.4,2.75
1979,11,Nova Scotia,Males,38.3,87,2.75
1979,11,Ontario,Both sexes,49.2,76.4,3
1979,11,Ontario,Females,48.9,60.5,3
1979,11,Ontario,Males,49.4,92.4,3
1979,11,Prince Edward Island,Both sexes,36.1,67.9,2.75
1979,11,Prince Edward Island,Females,33.3,50.5,2.75
1979,11,Prince Edward Island,Males,38.8,85,2.75
1979,11,Quebec,Both sexes,36,68.4,3.47
1979,11,Quebec,Females,32.4,48.8,3.47
1979,11,Quebec,Males,39.4,88,3.47
1979,11,Saskatchewan,Both sexes,54.7,75.9,3.5
1979,11,Saskatchewan,Females,48.8,56.7,3.5
1979,11,Saskatchewan,Males,60.5,94.4,3.5
1979,12,Alberta,Both sexes,59.3,78.2,3
1979,12,Alberta,Females,56.2,61.3,3
1979,12,Alberta,Males,62.3,93.9,3
1979,12,British Columbia,Both sexes,49.5,72.9,3
1979,12,British Columbia,Females,50,54.5,3
1979,12,British Columbia,Males,49,90.6,3
1979,12,Manitoba,Both sexes,52,75.2,3.05
1979,12,Manitoba,Females,51.7,57.7,3.05
1979,12,Manitoba,Males,52.4,92.8,3.05
1979,12,New Brunswick,Both sexes,30.9,61.9,2.8
1979,12,New Brunswick,Females,29.8,45.1,2.8
1979,12,New Brunswick,Males,31.9,78.8,2.8
1979,12,Newfoundland and Labrador,Both sexes,22.6,56.3,2.8
1979,12,Newfoundland and Labrador,Females,23.2,38.1,2.8
1979,12,Newfoundland and Labrador,Males,22.2,73.9,2.8
1979,12,Nova Scotia,Both sexes,36.6,65.9,2.75
1979,12,Nova Scotia,Females,36.7,47.4,2.75
1979,12,Nova Scotia,Males,36.4,85.1,2.75
1979,12,Ontario,Both sexes,48.4,76.2,3
1979,12,Ontario,Females,48.3,60.9,3
1979,12,Ontario,Males,48.5,91.5,3
1979,12,Prince Edward Island,Both sexes,37.6,66.5,2.75
1979,12,Prince Edward Island,Females,35.4,50.5,2.75
1979,12,Prince Edward Island,Males,41.8,83,2.75
1979,12,Quebec,Both sexes,35.8,67.1,3.47
1979,12,Quebec,Females,33,48.3,3.47
1979,12,Quebec,Males,38.5,86,3.47
1979,12,Saskatchewan,Both sexes,52.1,74.9,3.5
1979,12,Saskatchewan,Females,46.7,55.9,3.5
1979,12,Saskatchewan,Males,57.1,93.2,3.5
1980,1,Alberta,Both sexes,54.8,77.7,3
1980,1,Alberta,Females,51.6,61.3,3
1980,1,Alberta,Males,57.9,92.9,3
1980,1,British Columbia,Both sexes,45.6,71.9,3
1980,1,British Columbia,Females,47.6,53.6,3
1980,1,British Columbia,Males,43.7,89.6,3
1980,1,Manitoba,Both sexes,49.2,73.4,3.15
1980,1,Manitoba,Females,49.3,56.1,3.15
1980,1,Manitoba,Males,49.2,90.9,3.15
1980,1,New Brunswick,Both sexes,29.6,60.7,2.8
1980,1,New Brunswick,Females,30.6,44.2,2.8
1980,1,New Brunswick,Males,29,77.2,2.8
1980,1,Newfoundland and Labrador,Both sexes,19.6,54,2.8
1980,1,Newfoundland and Labrador,Females,17.9,36.7,2.8
1980,1,Newfoundland and Labrador,Males,21.1,70.7,2.8
1980,1,Nova Scotia,Both sexes,31.8,65.1,2.75
1980,1,Nova Scotia,Females,33.6,47.9,2.75
1980,1,Nova Scotia,Males,29.9,83.1,2.75
1980,1,Ontario,Both sexes,45.2,75.3,3
1980,1,Ontario,Females,44.5,60.3,3
1980,1,Ontario,Males,45.9,90.3,3
1980,1,Prince Edward Island,Both sexes,34.6,64.8,2.75
1980,1,Prince Edward Island,Females,32.3,50,2.75
1980,1,Prince Edward Island,Males,37.3,79.7,2.75
1980,1,Quebec,Both sexes,34.9,66.1,3.47
1980,1,Quebec,Females,33.3,48.4,3.47
1980,1,Quebec,Males,36.4,83.7,3.47
1980,1,Saskatchewan,Both sexes,50.5,74.1,3.5
1980,1,Saskatchewan,Females,44.4,55.1,3.5
1980,1,Saskatchewan,Males,56.4,92.5,3.5
1980,2,Alberta,Both sexes,55.1,77.6,3
1980,2,Alberta,Females,51.8,61.2,3
1980,2,Alberta,Males,58.3,92.7,3
1980,2,British Columbia,Both sexes,47.7,72.9,3
1980,2,British Columbia,Females,48.6,54.2,3
1980,2,British Columbia,Males,46.9,90.8,3
1980,2,Manitoba,Both sexes,46.8,73.2,3.15
1980,2,Manitoba,Females,46.6,56.3,3.15
1980,2,Manitoba,Males,46.7,90.3,3.15
1980,2,New Brunswick,Both sexes,29.4,60.4,2.8
1980,2,New Brunswick,Females,29.8,44.5,2.8
1980,2,New Brunswick,Males,29,76.4,2.8
1980,2,Newfoundland and Labrador,Both sexes,20.5,54.7,2.8
1980,2,Newfoundland and Labrador,Females,18.9,37.2,2.8
1980,2,Newfoundland and Labrador,Males,22.2,71.7,2.8
1980,2,Nova Scotia,Both sexes,31.7,64.5,2.75
1980,2,Nova Scotia,Females,30.8,47.6,2.75
1980,2,Nova Scotia,Males,32.5,82.3,2.75
1980,2,Ontario,Both sexes,45.2,75.5,3
1980,2,Ontario,Females,44.6,61,3
1980,2,Ontario,Males,45.8,90,3
1980,2,Prince Edward Island,Both sexes,36.1,64.1,2.75
1980,2,Prince Edward Island,Females,36.9,49.8,2.75
1980,2,Prince Edward Island,Males,34.3,78.7,2.75
1980,2,Quebec,Both sexes,33.2,66.1,3.47
1980,2,Quebec,Females,32.3,48.5,3.47
1980,2,Quebec,Males,34.2,83.7,3.47
1980,2,Saskatchewan,Both sexes,48.8,73.3,3.5
1980,2,Saskatchewan,Females,42.4,54.4,3.5
1980,2,Saskatchewan,Males,54.9,91.8,3.5
1980,3,Alberta,Both sexes,55.6,78.5,3
1980,3,Alberta,Females,53.6,62,3
1980,3,Alberta,Males,57.6,93.9,3
1980,3,British Columbia,Both sexes,49.2,73.4,3
1980,3,British Columbia,Females,48.3,54.7,3
1980,3,British Columbia,Males,50,91.3,3
1980,3,Manitoba,Both sexes,47.7,73.9,3.15
1980,3,Manitoba,Females,48.1,57.2,3.15
1980,3,Manitoba,Males,47.2,90.8,3.15
1980,3,New Brunswick,Both sexes,28.6,59.9,2.8
1980,3,New Brunswick,Females,29.2,44.8,2.8
1980,3,New Brunswick,Males,27.9,75.1,2.8
1980,3,Newfoundland and Labrador,Both sexes,21.1,55,2.8
1980,3,Newfoundland and Labrador,Females,19.5,37.7,2.8
1980,3,Newfoundland and Labrador,Males,22.7,71.6,2.8
1980,3,Nova Scotia,Both sexes,34.5,65.3,2.75
1980,3,Nova Scotia,Females,33.9,48.6,2.75
1980,3,Nova Scotia,Males,35,82.8,2.75
1980,3,Ontario,Both sexes,45.1,75.7,3
1980,3,Ontario,Females,45.3,61.3,3
1980,3,Ontario,Males,45,90.1,3
1980,3,Prince Edward Island,Both sexes,39.1,64.9,2.75
1980,3,Prince Edward Island,Females,38.5,50.7,2.75
1980,3,Prince Edward Island,Males,39.7,79.2,2.75
1980,3,Quebec,Both sexes,34.5,66.4,3.47
1980,3,Quebec,Females,33.5,49.1,3.47
1980,3,Quebec,Males,35.4,83.7,3.47
1980,3,Saskatchewan,Both sexes,49,73.4,3.5
1980,3,Saskatchewan,Females,43.5,53.8,3.5
1980,3,Saskatchewan,Males,54.3,92.3,3.5
1980,4,Alberta,Both sexes,56.3,78.3,3
1980,4,Alberta,Females,55.8,62.3,3
1980,4,Alberta,Males,56.8,93.2,3
1980,4,British Columbia,Both sexes,51.1,73.4,3
1980,4,British Columbia,Females,48.8,55,3
1980,4,British Columbia,Males,53.2,91.2,3
1980,4,Manitoba,Both sexes,49.3,74.7,3.15
1980,4,Manitoba,Females,48.2,57.5,3.15
1980,4,Manitoba,Males,50.4,92,3.15
1980,4,New Brunswick,Both sexes,30.7,60.1,2.8
1980,4,New Brunswick,Females,31.2,43.9,2.8
1980,4,New Brunswick,Males,30,76.4,2.8
1980,4,Newfoundland and Labrador,Both sexes,22.6,55.9,2.8
1980,4,Newfoundland and Labrador,Females,21.1,38.5,2.8
1980,4,Newfoundland and Labrador,Males,24,72.7,2.8
1980,4,Nova Scotia,Both sexes,35.3,65.4,2.75
1980,4,Nova Scotia,Females,33.2,48.6,2.75
1980,4,Nova Scotia,Males,37.4,82.9,2.75
1980,4,Ontario,Both sexes,46.5,75.8,3
1980,4,Ontario,Females,47.1,61.5,3
1980,4,Ontario,Males,45.9,90.2,3
1980,4,Prince Edward Island,Both sexes,37.6,66.2,2.75
1980,4,Prince Edward Island,Females,38.5,52.6,2.75
1980,4,Prince Edward Island,Males,36.8,79.8,2.75
1980,4,Quebec,Both sexes,34,67.1,3.65
1980,4,Quebec,Females,32,49.9,3.65
1980,4,Quebec,Males,36,84.4,3.65
1980,4,Saskatchewan,Both sexes,52.3,74.3,3.5
1980,4,Saskatchewan,Females,45.3,55.3,3.5
1980,4,Saskatchewan,Males,59.3,92.8,3.5
1980,5,Alberta,Both sexes,59.8,79.3,3.5
1980,5,Alberta,Females,57.1,62.5,3.5
1980,5,Alberta,Males,62.4,94.8,3.5
1980,5,British Columbia,Both sexes,54,74.1,3
1980,5,British Columbia,Females,52.7,55.6,3
1980,5,British Columbia,Males,55.3,91.9,3
1980,5,Manitoba,Both sexes,53.2,76,3.15
1980,5,Manitoba,Females,50.3,58.6,3.15
1980,5,Manitoba,Males,55.7,93.6,3.15
1980,5,New Brunswick,Both sexes,34,63.1,2.8
1980,5,New Brunswick,Females,30.1,46.9,2.8
1980,5,New Brunswick,Males,37.8,79.4,2.8
1980,5,Newfoundland and Labrador,Both sexes,26.2,59.2,2.8
1980,5,Newfoundland and Labrador,Females,24.9,40.7,2.8
1980,5,Newfoundland and Labrador,Males,27,77.2,2.8
1980,5,Nova Scotia,Both sexes,38.1,67.2,2.75
1980,5,Nova Scotia,Females,35.4,49.7,2.75
1980,5,Nova Scotia,Males,40.8,85.3,2.75
1980,5,Ontario,Both sexes,49,76,3
